ID,Player,Hero,Kills,Deaths,Assists,LastHits,GPM,XPM,Match,Side,Winner,ELO
3595,AdmiralBulldog,furion,3,8,7,417,544,399,2196306427,Radiant,DIRE,-83.56
3596,swindlemelonzz,dark_seer,3,1,9,373,577,544,2196306427,Dire,DIRE,83.56
3597,Limmp,sven,8,1,6,459,710,572,2196306427,Dire,DIRE,83.56
3598,Chessie 2,invoker,9,2,10,347,652,709,2196306427,Dire,DIRE,83.56
3599,Zfreek,earth_spirit,3,3,9,67,306,325,2196306427,Dire,DIRE,83.56
3600,Handsken,wisp,1,7,10,26,248,315,2196306427,Dire,DIRE,83.56
3601,s4,zuus,14,4,15,251,528,638,2196139871,Radiant,RADIANT,19.82
3602,Akke,chen,6,4,7,141,353,362,2196139871,Radiant,RADIANT,19.82
3603,Loda,slark,12,5,11,330,553,643,2196139871,Radiant,RADIANT,19.82
3604,EGM,lion,1,4,10,38,229,287,2196139871,Radiant,RADIANT,19.82
3605,AdmiralBulldog,lone_druid,2,1,20,447,685,640,2196139871,Radiant,RADIANT,19.82
3606,swindlemelonzz,beastmaster,5,9,10,246,422,458,2196139871,Dire,RADIANT,-19.82
3607,Limmp,gyrocopter,4,4,11,372,541,531,2196139871,Dire,RADIANT,-19.82
3608,Chessie 2,furion,7,8,8,288,503,542,2196139871,Dire,RADIANT,-19.82
3609,Zfreek,enigma,1,6,8,288,395,413,2196139871,Dire,RADIANT,-19.82
3610,Handsken,wisp,1,8,9,29,202,269,2196139871,Dire,RADIANT,-19.82
3611,Puppey,night_stalker,3,3,16,156,364,475,2195950707,Radiant,RADIANT,67.29
3612,MiSeRY,furion,2,7,14,501,661,474,2195950707,Radiant,RADIANT,67.29
3613,Eternal Envy,ember_spirit,8,5,12,470,623,579,2195950707,Radiant,RADIANT,67.29
3614,w33,invoker,15,2,12,396,652,580,2195950707,Radiant,RADIANT,67.29
3615,PieLieDie,lion,4,7,14,69,294,326,2195950707,Radiant,RADIANT,67.29
3616,ppd,witch_doctor,1,6,9,90,268,365,2195950707,Dire,RADIANT,-67.29
3617,Sumail,pugna,7,12,6,239,388,347,2195950707,Dire,RADIANT,-67.29
3618,Universe,dark_seer,5,5,7,405,492,492,2195950707,Dire,RADIANT,-67.29
3619,Fear,nyx_assassin,2,6,15,63,299,445,2195950707,Dire,RADIANT,-67.29
3620,Arteezy,sven,9,6,4,734,761,581,2195950707,Dire,RADIANT,-67.29
3621,Puppey,earthshaker,0,6,3,48,200,155,2195854935,Radiant,DIRE,-44.9
3622,MiSeRY,lone_druid,0,6,1,109,364,336,2195854935,Radiant,DIRE,-44.9
3623,Eternal Envy,antimage,3,3,2,227,610,682,2195854935,Radiant,DIRE,-44.9
3624,w33,earth_spirit,3,7,2,71,335,326,2195854935,Radiant,DIRE,-44.9
3625,PieLieDie,dazzle,0,1,0,16,148,113,2195854935,Radiant,DIRE,-44.9
3626,ppd,bane,3,1,11,29,420,306,2195854935,Dire,DIRE,44.9
3627,Sumail,death_prophet,4,2,9,128,644,513,2195854935,Dire,DIRE,44.9
3628,Universe,dark_seer,7,1,8,87,540,410,2195854935,Dire,DIRE,44.9
3629,Fear,enigma,3,1,11,110,513,452,2195854935,Dire,DIRE,44.9
3630,Arteezy,lycan,6,1,15,139,627,594,2195854935,Dire,DIRE,44.9
3631,Puppey,enigma,2,3,8,224,407,406,2195748703,Radiant,RADIANT,74.26
3632,MiSeRY,lone_druid,5,3,13,269,567,569,2195748703,Radiant,RADIANT,74.26
3633,Eternal Envy,spectre,7,4,16,263,555,674,2195748703,Radiant,RADIANT,74.26
3634,w33,earth_spirit,6,4,12,95,349,401,2195748703,Radiant,RADIANT,74.26
3635,PieLieDie,lion,3,1,10,38,289,388,2195748703,Radiant,RADIANT,74.26
3636,ppd,vengefulspirit,2,5,9,42,212,279,2195748703,Dire,RADIANT,-74.26
3637,Sumail,batrider,3,7,5,133,300,345,2195748703,Dire,RADIANT,-74.26
3638,Universe,dark_seer,1,4,9,201,356,320,2195748703,Dire,RADIANT,-74.26
3639,Fear,doom_bringer,4,3,6,132,362,352,2195748703,Dire,RADIANT,-74.26
3640,Arteezy,sven,5,5,5,399,623,640,2195748703,Dire,RADIANT,-74.26
3641,QO,phantom_lancer,3,6,5,332,467,477,2195617106,Radiant,DIRE,-29.54
3642,Febby,mirana,2,5,11,58,237,246,2195617106,Radiant,DIRE,-29.54
3643,FoREv,faceless_void,4,7,9,93,271,286,2195617106,Radiant,DIRE,-29.54
3644,MP,obsidian_destroyer,6,6,5,218,403,391,2195617106,Radiant,DIRE,-29.54
3645,MVP DuBu,vengefulspirit,3,9,7,17,165,164,2195617106,Radiant,DIRE,-29.54
3646,KuroKy,witch_doctor,4,2,18,56,297,289,2195617106,Dire,DIRE,29.54
3647,FATA,puck,5,4,14,239,507,508,2195617106,Dire,DIRE,29.54
3648,JerAx,phoenix,3,7,19,72,334,359,2195617106,Dire,DIRE,29.54
3649,riskMinDContRoL,gyrocopter,10,3,16,271,570,509,2195617106,Dire,DIRE,29.54
3650,MATUMBAMAN,ursa,11,3,7,195,546,649,2195617106,Dire,DIRE,29.54
3651,KuroKy,treant,4,0,6,11,382,290,2195561641,Radiant,RADIANT,39.89
3652,FATA,invoker,3,1,11,76,531,374,2195561641,Radiant,RADIANT,39.89
3653,JerAx,tusk,2,2,13,7,355,234,2195561641,Radiant,RADIANT,39.89
3654,riskMinDContRoL,furion,8,1,10,94,660,473,2195561641,Radiant,RADIANT,39.89
3655,MATUMBAMAN,gyrocopter,2,1,10,68,461,343,2195561641,Radiant,RADIANT,39.89
3656,QO,phantom_assassin,3,3,1,58,308,341,2195561641,Dire,RADIANT,-39.89
3657,Febby,juggernaut,0,6,2,21,150,143,2195561641,Dire,RADIANT,-39.89
3658,FoREv,lone_druid,1,0,0,106,439,332,2195561641,Dire,RADIANT,-39.89
3659,MP,doom_bringer,1,6,1,76,322,339,2195561641,Dire,RADIANT,-39.89
3660,MVP DuBu,ogre_magi,0,5,3,1,128,117,2195561641,Dire,RADIANT,-39.89
3661,Mushi,sven,7,2,3,298,820,916,2194260255,Radiant,RADIANT,40.49
3662,Chrissy,chen,2,3,4,101,374,291,2194260255,Radiant,RADIANT,40.49
3663,BangFish,puck,3,1,8,157,483,424,2194260255,Radiant,RADIANT,40.49
3664,Net,disruptor,1,1,8,26,289,247,2194260255,Radiant,RADIANT,40.49
3665,Ohaiyo,broodmother,5,2,6,196,581,565,2194260255,Radiant,RADIANT,40.49
3666,le,vengefulspirit,0,4,5,36,187,255,2194260255,Dire,RADIANT,-40.49
3667,Hao,spectre,3,4,5,194,432,441,2194260255,Dire,RADIANT,-40.49
3668,CapXiao2Lei,furion,1,3,6,128,324,308,2194260255,Dire,RADIANT,-40.49
3669,Mu,bristleback,3,3,4,223,449,476,2194260255,Dire,RADIANT,-40.49
3670,ChuaN,witch_doctor,2,4,3,38,206,224,2194260255,Dire,RADIANT,-40.49
3671,Simbaaa,enigma,0,3,12,225,462,445,2194067318,Radiant,RADIANT,33.32
3672,Cr1t,vengefulspirit,4,3,14,19,289,378,2194067318,Radiant,RADIANT,33.32
3673,Miracle 2,sven,14,2,4,385,774,695,2194067318,Radiant,RADIANT,33.32
3674,MoonMeander,tidehunter,1,2,20,116,373,432,2194067318,Radiant,RADIANT,33.32
3675,N0tail,death_prophet,8,5,9,163,479,471,2194067318,Radiant,RADIANT,33.32
3676,Fng,winter_wyvern,0,6,7,65,240,245,2194067318,Dire,RADIANT,-33.32
3677,Silent,obsidian_destroyer,9,6,4,255,492,448,2194067318,Dire,RADIANT,-33.32
3678,G,lina,2,7,5,233,397,416,2194067318,Dire,RADIANT,-33.32
3679,dkphobos,faceless_void,1,5,6,94,272,337,2194067318,Dire,RADIANT,-33.32
3680,Lil,wisp,3,4,7,54,268,332,2194067318,Dire,RADIANT,-33.32
3681,rOtK,batrider,1,6,12,184,322,310,2193849107,Radiant,DIRE,-58.13
3682,Maybe,razor,7,6,7,301,532,459,2193849107,Radiant,DIRE,-58.13
3683,Sylar,phantom_lancer,5,6,7,341,535,541,2193849107,Radiant,DIRE,-58.13
3684,DDC,witch_doctor,2,5,6,73,253,229,2193849107,Radiant,DIRE,-58.13
3685,MMY,earth_spirit,2,4,9,43,220,184,2193849107,Radiant,DIRE,-58.13
3686,swindlemelonzz,tidehunter,4,2,13,241,509,611,2193849107,Dire,DIRE,58.13
3687,Limmp,tiny,7,3,15,241,523,493,2193849107,Dire,DIRE,58.13
3688,Chessie 2,lone_druid,8,1,11,250,608,573,2193849107,Dire,DIRE,58.13
3689,Zfreek,chen,5,5,10,105,354,274,2193849107,Dire,DIRE,58.13
3690,Handsken,tusk,1,7,14,26,278,270,2193849107,Dire,DIRE,58.13
3691,eLeVeN,lone_druid,3,4,6,467,567,505,2193658590,Radiant,DIRE,-18.55
3692,LaNm,enigma,4,7,10,242,346,298,2193658590,Radiant,DIRE,-18.55
3693,Cty,dark_seer,1,10,10,270,376,349,2193658590,Radiant,DIRE,-18.55
3694,kaka,bane,1,7,8,16,179,217,2193658590,Radiant,DIRE,-18.55
3695,old chicken,ember_spirit,7,4,6,354,459,467,2193658590,Radiant,DIRE,-18.55
3696,s4,batrider,4,5,16,165,371,432,2193658590,Dire,DIRE,18.55
3697,Akke,enchantress,11,2,7,209,460,473,2193658590,Dire,DIRE,18.55
3698,Loda,tiny,6,3,18,423,584,525,2193658590,Dire,DIRE,18.55
3699,EGM,wisp,2,3,19,44,261,339,2193658590,Dire,DIRE,18.55
3700,AdmiralBulldog,beastmaster,9,4,14,284,484,482,2193658590,Dire,DIRE,18.55
3701,Mushi,slark,2,4,5,229,440,490,2193524509,Radiant,DIRE,-22.31
3702,Chrissy,earth_spirit,4,10,5,31,214,164,2193524509,Radiant,DIRE,-22.31
3703,Net,disruptor,1,9,5,29,188,153,2193524509,Radiant,DIRE,-22.31
3704,BangFish,invoker,4,10,3,133,390,326,2193524509,Radiant,DIRE,-22.31
3705,Ohaiyo,phoenix,2,11,6,92,314,329,2193524509,Radiant,DIRE,-22.31
3706,ppd,vengefulspirit,1,3,21,37,325,403,2193524509,Dire,DIRE,22.31
3707,Sumail,batrider,8,4,22,111,440,443,2193524509,Dire,DIRE,22.31
3708,Universe,faceless_void,10,1,15,129,487,516,2193524509,Dire,DIRE,22.31
3709,Fear,mirana,10,1,8,100,484,501,2193524509,Dire,DIRE,22.31
3710,Arteezy,clinkz,13,4,8,199,611,592,2193524509,Dire,DIRE,22.31
3711,Mushi,leshrac,4,3,1,216,446,428,2193441529,Radiant,DIRE,-28.51
3712,Chrissy,chen,0,6,2,82,201,139,2193441529,Radiant,DIRE,-28.51
3713,BangFish,viper,1,8,1,133,306,311,2193441529,Radiant,DIRE,-28.51
3714,Net,bane,1,4,2,18,196,182,2193441529,Radiant,DIRE,-28.51
3715,Ohaiyo,furion,0,4,5,255,441,368,2193441529,Radiant,DIRE,-28.51
3716,ppd,witch_doctor,1,4,11,78,294,329,2193441529,Dire,DIRE,28.51
3717,Sumail,nyx_assassin,7,2,11,82,368,368,2193441529,Dire,DIRE,28.51
3718,Universe,dark_seer,4,0,14,186,412,411,2193441529,Dire,DIRE,28.51
3719,Fear,bounty_hunter,8,1,7,48,397,300,2193441529,Dire,DIRE,28.51
3720,Arteezy,sven,5,0,7,480,826,819,2193441529,Dire,DIRE,28.51
3721,Simbaaa,lion,1,4,5,44,199,211,2193321592,Radiant,DIRE,-60.62
3722,Cr1t,earthshaker,1,3,5,46,219,267,2193321592,Radiant,DIRE,-60.62
3723,Miracle 2,terrorblade,5,0,1,437,645,444,2193321592,Radiant,DIRE,-60.62
3724,MoonMeander,tidehunter,1,4,6,172,344,364,2193321592,Radiant,DIRE,-60.62
3725,N0tail,razor,1,5,1,193,353,345,2193321592,Radiant,DIRE,-60.62
3726,Puppey,dazzle,0,1,6,124,346,398,2193321592,Dire,DIRE,60.62
3727,MiSeRY,beastmaster,1,5,4,192,399,424,2193321592,Dire,DIRE,60.62
3728,Eternal Envy,drow_ranger,5,1,3,376,699,671,2193321592,Dire,DIRE,60.62
3729,w33,obsidian_destroyer,7,0,5,336,656,679,2193321592,Dire,DIRE,60.62
3730,PieLieDie,wisp,3,2,4,84,319,364,2193321592,Dire,DIRE,60.62
3731,Puppey,enigma,4,3,17,203,515,466,2193255935,Radiant,RADIANT,79.33
3732,MiSeRY,furion,5,3,20,267,618,604,2193255935,Radiant,RADIANT,79.33
3733,Eternal Envy,drow_ranger,6,1,4,259,620,613,2193255935,Radiant,RADIANT,79.33
3734,w33,obsidian_destroyer,11,3,7,176,552,572,2193255935,Radiant,RADIANT,79.33
3735,PieLieDie,lion,3,1,15,30,352,396,2193255935,Radiant,RADIANT,79.33
3736,Simbaaa,winter_wyvern,2,9,2,67,242,274,2193255935,Dire,RADIANT,-79.33
3737,Cr1t,wisp,1,8,6,30,170,191,2193255935,Dire,RADIANT,-79.33
3738,Miracle 2,slark,5,4,3,269,598,616,2193255935,Dire,RADIANT,-79.33
3739,MoonMeander,tidehunter,1,5,10,126,370,433,2193255935,Dire,RADIANT,-79.33
3740,N0tail,death_prophet,2,5,8,205,395,463,2193255935,Dire,RADIANT,-79.33
3741,Simbaaa,pugna,0,3,6,81,356,275,2193199056,Radiant,RADIANT,26.02
3742,Cr1t,sand_king,4,3,5,88,414,425,2193199056,Radiant,RADIANT,26.02
3743,Miracle 2,lone_druid,2,2,5,221,676,570,2193199056,Radiant,RADIANT,26.02
3744,MoonMeander,tidehunter,3,6,3,125,485,459,2193199056,Radiant,RADIANT,26.02
3745,N0tail,legion_commander,6,3,3,128,466,414,2193199056,Radiant,RADIANT,26.02
3746,Puppey,earthshaker,2,4,7,53,274,238,2193199056,Dire,RADIANT,-26.02
3747,MiSeRY,furion,2,4,8,130,430,357,2193199056,Dire,RADIANT,-26.02
3748,Eternal Envy,weaver,2,3,8,159,466,514,2193199056,Dire,RADIANT,-26.02
3749,w33,ember_spirit,4,2,6,126,450,476,2193199056,Dire,RADIANT,-26.02
3750,PieLieDie,lion,7,3,4,43,312,231,2193199056,Dire,RADIANT,-26.02
3751,le,phoenix,5,5,17,131,367,419,2192542709,Radiant,RADIANT,31.12
3752,Hao,phantom_lancer,16,4,12,604,784,526,2192542709,Radiant,RADIANT,31.12
3753,Mu,batrider,1,5,22,175,332,440,2192542709,Radiant,RADIANT,31.12
3754,CapXiao2Lei,doom_bringer,9,4,14,217,461,486,2192542709,Radiant,RADIANT,31.12
3755,ChuaN,rubick,2,5,16,107,283,328,2192542709,Radiant,RADIANT,31.12
3756,Q,enchantress,4,8,4,138,253,286,2192542709,Dire,RADIANT,-31.12
3757,xZ,beastmaster,1,6,10,285,340,411,2192542709,Dire,RADIANT,-31.12
3758,Garder,lion,1,8,8,68,191,238,2192542709,Dire,RADIANT,-31.12
3759,ShiKi,ember_spirit,7,6,6,507,542,520,2192542709,Dire,RADIANT,-31.12
3760,Agressif,weaver,10,6,9,413,505,526,2192542709,Dire,RADIANT,-31.12
3761,Fng,enchantress,7,0,16,109,400,472,2192320439,Radiant,RADIANT,50.04
3762,Silent,juggernaut,7,2,10,465,728,750,2192320439,Radiant,RADIANT,50.04
3763,G,zuus,7,1,22,290,578,738,2192320439,Radiant,RADIANT,50.04
3764,dkphobos,beastmaster,8,2,11,198,486,554,2192320439,Radiant,RADIANT,50.04
3765,Lil,lion,3,5,9,40,267,268,2192320439,Radiant,RADIANT,50.04
3766,BurNIng,sven,2,6,2,390,575,608,2192320439,Dire,RADIANT,-50.04
3767,Fenrir,lina,1,6,2,103,265,266,2192320439,Dire,RADIANT,-50.04
3768,iceiceice,phoenix,3,10,6,81,304,381,2192320439,Dire,RADIANT,-50.04
3769,Super,phantom_lancer,1,6,3,256,423,475,2192320439,Dire,RADIANT,-50.04
3770,fy,doom_bringer,3,6,2,115,347,337,2192320439,Dire,RADIANT,-50.04
3771,Goblak,bane,1,5,7,32,203,234,2192088670,Radiant,DIRE,-61.12
3772,RAMZES666,gyrocopter,3,6,4,219,447,431,2192088670,Radiant,DIRE,-61.12
3773,Iceberg,ursa,2,9,3,193,408,337,2192088670,Radiant,DIRE,-61.12
3774,ALWAYSWANNAFLY,wisp,2,7,4,12,189,256,2192088670,Radiant,DIRE,-61.12
3775,AfterLife,tidehunter,1,8,3,120,268,307,2192088670,Radiant,DIRE,-61.12
3776,swindlemelonzz,brewmaster,7,2,11,99,423,546,2192088670,Dire,DIRE,61.12
3777,Limmp,tiny,12,1,15,138,514,486,2192088670,Dire,DIRE,61.12
3778,Chessie 2,lone_druid,5,3,12,229,594,654,2192088670,Dire,DIRE,61.12
3779,Zfreek,enigma,6,2,21,208,485,441,2192088670,Dire,DIRE,61.12
3780,Handsken,lich,4,1,19,8,295,382,2192088670,Dire,DIRE,61.12
3781,Fluff,witch_doctor,1,7,4,14,208,144,2191757537,Radiant,DIRE,-10.6
3782,whitebeard,enchantress,1,8,5,66,253,215,2191757537,Radiant,DIRE,-10.6
3783,Jeyo,slark,2,4,5,134,383,395,2191757537,Radiant,DIRE,-10.6
3784,monkeys,broodmother,4,5,1,129,435,436,2191757537,Radiant,DIRE,-10.6
3785,Moo,beastmaster,1,5,4,94,306,283,2191757537,Radiant,DIRE,-10.6
3786,eLeVeN,tidehunter,4,2,16,189,576,545,2191757537,Dire,DIRE,10.6
3787,LaNm,tusk,3,1,14,71,403,387,2191757537,Dire,DIRE,10.6
3788,Cty,ursa,10,1,5,153,602,532,2191757537,Dire,DIRE,10.6
3789,kaka,phoenix,5,2,15,61,395,406,2191757537,Dire,DIRE,10.6
3790,old chicken,obsidian_destroyer,7,3,11,132,543,492,2191757537,Dire,DIRE,10.6
3791,rOtK,earthshaker,1,5,7,61,300,316,2191531548,Radiant,DIRE,-49.73
3792,Maybe,ursa,7,2,4,126,458,478,2191531548,Radiant,DIRE,-49.73
3793,DDC,visage,3,6,4,39,281,238,2191531548,Radiant,DIRE,-49.73
3794,Sylar,lone_druid,2,6,6,144,423,399,2191531548,Radiant,DIRE,-49.73
3795,MMY,earth_spirit,1,6,11,17,219,210,2191531548,Radiant,DIRE,-49.73
3796,QO,invoker,9,3,14,85,556,539,2191531548,Dire,DIRE,49.73
3797,Febby,wisp,4,2,10,17,340,289,2191531548,Dire,DIRE,49.73
3798,FoREv,bristleback,7,2,13,124,604,403,2191531548,Dire,DIRE,49.73
3799,MP,juggernaut,4,3,8,102,539,492,2191531548,Dire,DIRE,49.73
3800,MVP DuBu,vengefulspirit,1,4,10,13,303,204,2191531548,Dire,DIRE,49.73
3801,QO,ember_spirit,1,1,11,114,537,432,2191441268,Radiant,RADIANT,68.53
3802,Febby,lion,3,1,8,28,371,372,2191441268,Radiant,RADIANT,68.53
3803,FoREv,furion,5,0,8,125,606,453,2191441268,Radiant,RADIANT,68.53
3804,MP,obsidian_destroyer,6,0,4,149,644,460,2191441268,Radiant,RADIANT,68.53
3805,MVP DuBu,witch_doctor,3,2,5,12,347,203,2191441268,Radiant,RADIANT,68.53
3806,rOtK,tidehunter,1,5,1,54,268,265,2191441268,Dire,RADIANT,-68.53
3807,Maybe,razor,0,5,3,112,312,323,2191441268,Dire,RADIANT,-68.53
3808,DDC,chen,1,2,1,58,233,200,2191441268,Dire,RADIANT,-68.53
3809,Sylar,morphling,0,3,1,135,343,353,2191441268,Dire,RADIANT,-68.53
3810,MMY,disruptor,2,3,1,14,175,174,2191441268,Dire,RADIANT,-68.53
3811,KuroKy,night_stalker,6,3,9,112,358,413,2191243186,Radiant,RADIANT,76.59
3812,FATA,invoker,11,2,14,291,641,647,2191243186,Radiant,RADIANT,76.59
3813,JerAx,rubick,1,3,13,52,256,315,2191243186,Radiant,RADIANT,76.59
3814,riskMinDContRoL,furion,7,7,20,283,552,514,2191243186,Radiant,RADIANT,76.59
3815,MATUMBAMAN,antimage,8,0,12,560,828,725,2191243186,Radiant,RADIANT,76.59
3816,s4,puck,3,7,6,201,385,445,2191243186,Dire,RADIANT,-76.59
3817,Akke,witch_doctor,0,8,6,23,159,180,2191243186,Dire,RADIANT,-76.59
3818,Loda,naga_siren,4,4,4,572,672,365,2191243186,Dire,RADIANT,-76.59
3819,EGM,spirit_breaker,3,8,5,44,223,269,2191243186,Dire,RADIANT,-76.59
3820,AdmiralBulldog,beastmaster,5,6,7,154,324,301,2191243186,Dire,RADIANT,-76.59
3821,KuroKy,shadow_shaman,6,6,7,107,301,308,2191144529,Radiant,DIRE,-30.21
3822,FATA,invoker,2,5,10,386,491,415,2191144529,Radiant,DIRE,-30.21
3823,JerAx,oracle,3,5,8,60,238,239,2191144529,Radiant,DIRE,-30.21
3824,riskMinDContRoL,furion,3,6,6,465,532,437,2191144529,Radiant,DIRE,-30.21
3825,MATUMBAMAN,necrolyte,4,8,14,326,401,350,2191144529,Radiant,DIRE,-30.21
3826,s4,batrider,7,6,13,181,391,456,2191144529,Dire,DIRE,30.21
3827,Akke,enchantress,9,4,12,112,351,357,2191144529,Dire,DIRE,30.21
3828,Loda,naga_siren,5,1,20,811,786,489,2191144529,Dire,DIRE,30.21
3829,EGM,dazzle,3,4,11,106,298,330,2191144529,Dire,DIRE,30.21
3830,AdmiralBulldog,beastmaster,5,3,18,240,427,455,2191144529,Dire,DIRE,30.21
3831,s4,queenofpain,6,4,3,203,431,469,2191055532,Radiant,DIRE,-86.17
3832,Akke,enchantress,3,7,4,58,210,192,2191055532,Radiant,DIRE,-86.17
3833,Loda,sven,1,4,4,240,404,365,2191055532,Radiant,DIRE,-86.17
3834,EGM,silencer,1,9,5,42,186,196,2191055532,Radiant,DIRE,-86.17
3835,AdmiralBulldog,lone_druid,2,6,2,184,413,360,2191055532,Radiant,DIRE,-86.17
3836,KuroKy,tusk,1,4,12,38,301,337,2191055532,Dire,DIRE,86.17
3837,FATA,obsidian_destroyer,7,2,9,213,540,530,2191055532,Dire,DIRE,86.17
3838,JerAx,phoenix,6,5,17,58,354,389,2191055532,Dire,DIRE,86.17
3839,riskMinDContRoL,tidehunter,2,1,11,134,378,425,2191055532,Dire,DIRE,86.17
3840,MATUMBAMAN,ursa,14,1,5,232,642,664,2191055532,Dire,DIRE,86.17
3841,PSM,rubick,0,7,5,42,207,203,2190635520,Radiant,DIRE,-37.34
3842,The apathy,lycan,6,5,7,200,448,436,2190635520,Radiant,DIRE,-37.34
3843,WhitePipo<U+2665>,bounty_hunter,3,8,4,2,223,152,2190635520,Radiant,DIRE,-37.34
3844,Tirsen,dark_seer,1,6,6,191,373,330,2190635520,Radiant,DIRE,-37.34
3845,Maden,obsidian_destroyer,4,6,3,174,379,331,2190635520,Radiant,DIRE,-37.34
3846,Sh4dowehh,chen,4,5,11,82,319,277,2190635520,Dire,DIRE,37.34
3847,EcNart,lion,6,5,13,53,340,365,2190635520,Dire,DIRE,37.34
3848,pasha eu,puck,11,1,12,200,521,565,2190635520,Dire,DIRE,37.34
3849,dara,faceless_void,3,1,17,143,438,527,2190635520,Dire,DIRE,37.34
3850,TTR<U+033F>,clinkz,8,2,9,216,546,491,2190635520,Dire,DIRE,37.34
3851,PSM,pugna,1,7,6,54,211,187,2190543949,Radiant,DIRE,-52.04
3852,The apathy,viper,3,6,2,169,358,299,2190543949,Radiant,DIRE,-52.04
3853,WhitePipo<U+2665>,dazzle,0,5,2,27,167,161,2190543949,Radiant,DIRE,-52.04
3854,Tirsen,faceless_void,1,6,3,84,250,237,2190543949,Radiant,DIRE,-52.04
3855,Maden,death_prophet,4,7,3,167,367,325,2190543949,Radiant,DIRE,-52.04
3856,Sh4dowehh,mirana,1,1,17,33,284,290,2190543949,Dire,DIRE,52.04
3857,EcNart,enigma,6,1,15,170,437,436,2190543949,Dire,DIRE,52.04
3858,pasha eu,zuus,6,2,15,175,454,488,2190543949,Dire,DIRE,52.04
3859,dara,night_stalker,2,2,12,114,384,460,2190543949,Dire,DIRE,52.04
3860,TTR<U+033F>,obsidian_destroyer,14,3,6,220,573,519,2190543949,Dire,DIRE,52.04
3861,KaHT,vengefulspirit,3,2,10,38,302,343,2190329562,Radiant,RADIANT,18.34
3862,barash,death_prophet,5,2,12,168,548,548,2190329562,Radiant,RADIANT,18.34
3863,S1D,visage,7,1,1,50,367,386,2190329562,Radiant,RADIANT,18.34
3864,YaJiTsU,earthshaker,5,1,13,48,328,373,2190329562,Radiant,RADIANT,18.34
3865,Crazy,sven,2,1,9,227,542,538,2190329562,Radiant,RADIANT,18.34
3866,pwN,obsidian_destroyer,0,2,1,145,346,367,2190329562,Dire,RADIANT,-18.34
3867,Rime,puck,1,5,5,157,393,411,2190329562,Dire,RADIANT,-18.34
3868,Zetto,ancient_apparition,2,5,1,29,190,188,2190329562,Dire,RADIANT,-18.34
3869,Gedrox,lone_druid,1,6,1,145,393,416,2190329562,Dire,RADIANT,-18.34
3870,Jabbz,earth_spirit,3,4,3,37,239,220,2190329562,Dire,RADIANT,-18.34
3871,pwN,spirit_breaker,1,7,6,34,251,243,2190233639,Radiant,DIRE,-22.55
3872,Rime,phantom_lancer,2,7,4,131,401,389,2190233639,Radiant,DIRE,-22.55
3873,Gedrox,obsidian_destroyer,3,4,3,156,412,370,2190233639,Radiant,DIRE,-22.55
3874,Zetto,lion,2,5,2,44,267,273,2190233639,Radiant,DIRE,-22.55
3875,Jabbz,enchantress,5,5,3,83,300,338,2190233639,Radiant,DIRE,-22.55
3876,KaHT,witch_doctor,3,4,6,35,286,277,2190233639,Dire,DIRE,22.55
3877,barash,zuus,9,3,11,98,479,503,2190233639,Dire,DIRE,22.55
3878,S1D,vengefulspirit,3,2,11,96,387,489,2190233639,Dire,DIRE,22.55
3879,YaJiTsU,sand_king,3,3,9,99,419,477,2190233639,Dire,DIRE,22.55
3880,Crazy,ursa,9,1,5,146,574,599,2190233639,Dire,DIRE,22.55
3881,Lecat,earth_spirit,4,4,19,68,296,426,2188554472,Radiant,RADIANT,25.82
3882,SteffStyle,skywrath_mage,12,4,15,135,381,534,2188554472,Radiant,RADIANT,25.82
3883,okye,beastmaster,3,9,15,307,420,428,2188554472,Radiant,RADIANT,25.82
3884,Banlisted,vengefulspirit,9,7,16,411,586,553,2188554472,Radiant,RADIANT,25.82
3885,eskillz,invoker,10,7,14,474,665,553,2188554472,Radiant,RADIANT,25.82
3886,okcya,enchantress,6,10,6,161,287,335,2188554472,Dire,RADIANT,-25.82
3887,FL.Topson.int,puck,9,5,12,312,472,555,2188554472,Dire,RADIANT,-25.82
3888,Notahax,bane,2,8,13,67,252,299,2188554472,Dire,RADIANT,-25.82
3889,siskos broidi,slark,8,8,11,478,583,556,2188554472,Dire,RADIANT,-25.82
3890,Ouker,faceless_void,5,7,8,266,420,543,2188554472,Dire,RADIANT,-25.82
3891,okcya,shadow_shaman,0,7,2,40,193,187,2188507355,Radiant,DIRE,-33.99
3892,FL.Topson.int,puck,4,6,2,116,362,309,2188507355,Radiant,DIRE,-33.99
3893,Notahax,bane,1,4,1,18,190,167,2188507355,Radiant,DIRE,-33.99
3894,siskos broidi,morphling,2,2,4,183,460,499,2188507355,Radiant,DIRE,-33.99
3895,Ouker,furion,0,7,5,109,319,354,2188507355,Radiant,DIRE,-33.99
3896,Lecat,ancient_apparition,3,3,7,67,388,460,2188507355,Dire,DIRE,33.99
3897,SteffStyle,chen,3,2,7,93,405,361,2188507355,Dire,DIRE,33.99
3898,okye,faceless_void,2,0,8,118,471,518,2188507355,Dire,DIRE,33.99
3899,Banlisted,vengefulspirit,4,1,8,142,546,535,2188507355,Dire,DIRE,33.99
3900,eskillz,invoker,14,1,4,173,740,642,2188507355,Dire,DIRE,33.99
3901,Angel  3,drow_ranger,4,8,9,144,375,353,2188327608,Radiant,DIRE,-50
3902,Aga,witch_doctor,1,8,16,44,275,293,2188327608,Radiant,DIRE,-50
